,Rank,Name,Platform,Publisher,Developer,Critic_Score,User_Score,Global_Sales,NA_Sales,EU_Sales,JP_Sales,Other_Sales,year,month
224,5225,Kingdom Hearts: Final Mix,PS2,SquareSoft,Square,,,0.55,,,0.55,,2002,12
225,5226,Door Kickers,PC,KillHouse Games,KillHouse Games,,,,,,,,2013,10
226,5227,Super Robot Taisen F,SAT,Banpresto,Banpresto,,,0.55,,,0.55,0.0,1997,09
227,5228,Spec Ops: The Line,PS3,Yager Development,2K Games,,,0.55,0.19,0.24,0.04,0.07,2012,06
228,5229,Shrek 2,XB,"Luxoflux, Inc.",Activision,6.7,,0.55,0.4,0.13,,0.02,2004,04
229,5230,Soccer Tsuku 2002: J-League Pro Soccer Club o Tsukurou!,PS2,Smilebit,Sega,,,0.55,,,0.55,,2002,03
230,5231,Monster Jam: Path of Destruction,Wii,Virtuos,Activision,,,0.55,0.49,0.02,,0.04,2010,11
231,5232,SpongeBob SquarePants: SuperSponge,GBA,Climax Group,THQ,,,0.55,0.39,0.15,,0.01,2001,11
232,5233,Super Robot Taisen F Kanketsuhen,SAT,Banpresto,Banpresto,,,0.55,,,0.55,0.0,1998,04
233,5234,ZhuZhu Pets 2: Featuring The Wild Bunch,DS,Black Lantern Studios,Activision,,,0.55,0.4,0.11,,0.04,2010,10
234,5235,Mini Metro,PC,Dinosaur Polo Club,Unknown,,,,,,,,,
235,5236,Rory McIlroy PGA Tour,PS4,EA Tiburon,Electronic Arts,,,0.55,0.19,0.27,,0.09,2015,07
236,5237,Donkey Kong Jungle Climber,DS,Paon Corporation,Nintendo,7.8,,0.55,0.25,0.03,0.24,0.03,2007,09
237,5238,Tak and the Power of Juju,GBA,Avalanche Software,THQ,,,0.55,0.39,0.15,,0.01,2003,10
238,5239,Lips: Number One Hits,X360,iNiS,Microsoft Game Studios,,,0.55,0.15,0.34,,0.06,2009,10
239,5240,Killer is Dead,PC,Kadokawa Games,Unknown,,,,,,,,,
240,5241,Mortal Kombat 3,PS,Midway Games,Sony Computer Entertainment,,,0.55,0.29,0.2,0.02,0.04,1995,10
241,5242,Petz Catz Clan,DS,Ubisoft,Ubisoft,5.0,,0.55,0.47,0.03,,0.04,2008,11
242,5243,Turok: Evolution,XB,Acclaim Studios Austin,Acclaim Entertainment,,,0.55,0.39,0.14,,0.02,2002,08
243,5244,Jak X: Combat Racing,PS2,Naughty Dog,Sony Computer Entertainment,,,0.55,0.45,0.02,,0.07,2005,10
244,5245,Blackwake,PC,Mastfire Studios Pty Ltd,Unknown,,,,,,,,,
245,5246,Project CARS 2,PS4,Slightly Mad Studios,Namco Bandai Games,,,0.55,0.1,0.35,0.02,0.08,2017,09
246,5247,Viva Pinata: Pocket Paradise,DS,Rare Ltd.,THQ,8.1,,0.55,0.26,0.23,,0.06,2008,09
247,5248,American Idol,PS2,Hothouse Creations,Codemasters,,,0.55,0.27,0.21,,0.07,2003,11
248,5249,Top Gun: Fire at Will!,PS,MicroProse,Spectrum Holobyte,,,0.55,0.3,0.21,,0.04,1996,06
249,5250,Barbie Horse Adventures: Riding Camp,DS,Pixel Tales,Activision,,,0.55,0.5,0.0,,0.04,2008,10
250,5251,Disney Infinity 3.0,WiiU,Avalanche Software,Disney Interactive Studios,,,0.55,0.27,0.23,,0.05,2015,08
251,5252,Red Dead Revolver,XB,Rockstar San Diego,Rockstar Games,,,0.55,0.4,0.12,,0.02,2004,05
252,5253,CrossworDS,DS,Nuevo Retro Games / NST,Nintendo,,,0.55,0.5,0.0,,0.04,2008,05
253,5254,ModNation Racers,PSP,SCE San Diego Studio,Sony Computer Entertainment,7.7,,0.54,0.11,0.27,0.02,0.14,2010,05
254,5255,Dynasty Warriors: Gundam 3,PS3,Omega Force,Tecmo Koei,6.5,,0.54,0.11,0.05,0.36,0.02,2011,06
255,5256,Iron Man,PS2,Artificial Mind and Movement,Sega,,,0.54,0.36,0.0,,0.19,2008,05
256,5257,SingStar Summer Party,PS2,SCEE London Studio,Sony Computer Entertainment,,,0.54,,0.06,,0.48,2008,04
257,5258,NHL 14,X360,EA Canada,EA Sports,,,0.54,0.4,0.09,,0.05,2013,09
258,5259,The SpongeBob SquarePants Movie,XB,Heavy Iron Studios,THQ,6.8,,0.54,0.4,0.12,,0.02,2004,10
259,5260,FIFA 07 Soccer,XB,EA Canada,EA Sports,8.1,,0.54,0.16,0.35,,0.04,2006,10
260,5261,Gekikuukan Pro Yakyuu: At the End of the Century 1999,PS2,SquareSoft,Square,,,0.54,,,0.54,,2000,09
261,5262,Are You Smarter than a 5th Grader? Make the Grade,Wii,THQ,THQ,,,0.54,0.5,,,0.04,2008,10
262,5263,Tiger Woods PGA Tour 08,X360,EA Tiburon,Electronic Arts,,,0.54,0.49,0.02,,0.04,2007,08
263,5264,Medarot 2: Kabuto / Kuwagata Version,GB,Natsume,Imagineer,,,0.54,,,0.54,0.0,1999,07
264,5265,Bulletstorm,PS3,People Can Fly,Electronic Arts,8.4,,0.54,0.24,0.2,0.01,0.09,2011,02
265,5266,Dance Dance Revolution Ultramix,XB,Konami Computer Entertainment Hawaii,Konami,,,0.54,0.42,0.11,,0.02,2003,11
266,5267,F.E.A.R.,PS3,Day 1 Studios,Vivendi Games,,,0.54,0.18,0.27,,0.09,2007,04
267,5268,Crash Tag Team Racing,PS2,Radical Entertainment,VU Games,,,0.54,0.27,0.21,,0.07,2005,10
268,5269,Enslaved: Odyssey to the West,X360,Ninja Theory,Namco Bandai,8.0,,0.54,0.3,0.19,0.0,0.05,2010,10
269,5270,The Fairly Odd Parents: Breakin' Da Rules,GBA,Helixe,THQ,,,0.54,0.39,0.14,,0.01,2003,11
270,5271,Tiger Woods PGA Tour 11,Wii,EA Tiburon,EA Sports,8.3,,0.54,0.23,0.26,,0.05,2010,06
271,5272,NBA Live 10,PS3,EA Canada,EA Sports,7.9,,0.54,0.46,0.03,0.01,0.05,2009,10
272,5273,Mega Man Battle Network 2,GBA,Capcom,Capcom,,,0.54,,,0.54,,2002,06
273,5274,Hotel Dusk: Room 215,DS,Cing,Nintendo,8.0,6.9,0.54,0.26,0.04,0.22,0.03,2007,01
274,5275,Punch Club,PC,Lazy Bear Games,Unknown,,,,,,,,,
275,5276,Just Dance 2015,XOne,Ubisoft Paris,Ubisoft,8.1,,0.54,0.36,0.13,,0.05,2014,10
276,5277,Assassin's Creed II,PC,Ubisoft Montreal,Ubisoft,8.5,,0.54,0.01,0.45,,0.07,2010,03
277,5278,FIFA 18,PS3,EA Vancouver,EA Sports,,,0.54,0.06,0.4,0.01,0.08,2017,09
278,5279,SRS: Street Racing Syndicate,PS2,Eutechnyx,Namco,,,0.54,0.26,0.21,,0.07,2004,08
279,5280,System 3 presents Ferrari Challenge Trofeo Pirelli,Wii,Eutechnyx,Activision,,,0.54,0.07,0.4,,0.07,2008,08
280,5281,Phineas and Ferb: Across the 2nd Dimension,DS,Altron,Disney Interactive Studios,,,0.54,0.31,0.18,,0.05,2011,08
281,5282,Let's Draw!,DS,Agatsuma Entertainment,Majesco,,,0.54,0.24,0.24,,0.06,2010,03
282,5283,Dragon Ball Z: Ultimate Tenkaichi,X360,Spike,Namco Bandai,6.0,,0.54,0.39,0.1,0.01,0.05,2011,10
283,5284,Def Jam: Fight for NY,XB,Aki Corp.,Electronic Arts,,,0.54,0.43,0.1,,0.02,2004,09
284,5285,Action Force,2600,Parker Bros.,CPG Products,,,0.54,0.5,0.03,,0.01,1983,01
285,5286,Valkyria Chronicles II,PSP,Sega WOW Overworks,Sega,8.1,,0.54,0.12,0.16,0.18,0.09,2010,08
286,5287,FIFA 99,N64,EA Canada,EA Sports,,,0.54,0.11,0.39,,0.03,1998,11
287,5288,Gauntlet Legends,N64,Atari Games,Midway Games,6.0,,0.54,0.43,0.1,,0.01,1999,08
288,5289,Kidou Senshi Gundam: Extreme VS,PS3,Bandai Namco Games,Bandai,,,0.54,,,0.54,,2011,12
289,5290,Bust A Groove,PS,Metro,989 Studios,7.7,,0.54,0.09,0.06,0.35,0.04,1998,10
290,5291,Fire Emblem: Path of Radiance,GC,Intelligent Systems,Nintendo,8.6,,0.54,0.29,0.08,0.16,0.01,2005,10
291,5292,Pachi-Slot Aruze Oukoku 2,PS,Aruze Corp,Aruze Corp,,,0.54,,,0.5,0.04,1999,11
292,5293,Monster High: Ghoul Spirit,Wii,THQ,THQ,,,0.54,0.42,0.08,,0.04,2011,10
293,5294,METRO 2033    Read the review,X360,4a-games,THQ,7.4,,0.54,0.22,0.23,0.03,0.05,2010,03
294,5295,Mario Tennis Ultra Smash,WiiU,Camelot Software Planning,Nintendo,6.1,,0.54,0.16,0.2,0.15,0.03,2015,11
295,5296,Petz Nursery,DS,Ubi Nagoya,Ubisoft,,,0.54,0.5,0.0,,0.04,2009,11
296,5297,Tactics Ogre: Let Us Cling Together,PSP,Square Enix,Square Enix,9.0,,0.54,0.15,0.07,0.27,0.05,2011,02
297,5298,Tales of Symphonia Chronicles,PS3,Namco,Namco Bandai Games,,,0.54,0.21,0.13,0.13,0.07,2014,02
298,5299,Two Worlds II,X360,Reality Pump,SouthPeak Interactive,6.5,,0.54,0.4,0.07,0.03,0.04,2011,01
299,5300,Bratz: Rock Angelz,GBA,Blitz Games,THQ,,,0.54,0.39,0.14,,0.01,2005,01
300,5301,NBA 2K18,PC,Visual Concepts,2K Sports,7.0,,,,,,,2017,09
301,5302,Golf It!,PC,Perfuse Entertainment,Unknown,,,,,,,,,
302,5303,50 Classic Games,DS,cerasus.media GmbH,Destineer,,,0.54,0.5,,,0.04,2009,07
303,5304,SSX Tricky,GC,EA Canada,EA Sports BIG,8.4,,0.54,0.42,0.11,,0.01,2001,12
304,5305,The Walking Dead: Survival Instinct,PS3,Terminal Reality,Activision,,,0.54,0.28,0.17,,0.09,2013,03
305,5306,Greg Hastings' Tournament Paintball,XB,WXP,Activision,,,0.54,0.46,0.06,,0.02,2004,11
306,5307,Harry Potter and the Deathly Hallows - Part 1,Wii,EA Bright Light,Electronic Arts,,,0.54,0.22,0.27,,0.05,2010,11
307,5308,Summer Sports: Paradise Island,Wii,Digital Embryo,Destineer,,,0.54,0.48,0.02,,0.04,2008,04
308,5309,Sacred 2: Fallen Angel,X360,Ascaron Entertainment,CDV Software Entertainment,7.0,,0.54,0.29,0.16,0.04,0.05,2009,05
309,5310,World Soccer Winning Eleven 7 International (JP version),PS2,Konami Computer Entertainment Tokyo,Konami,,,0.54,,,0.54,,2004,02
310,5311,ESPN NBA Basketball,PS2,Visual Concepts,Sega,,,0.54,0.26,0.21,,0.07,2003,10
311,5312,The Sims 3: Pets,PC,The Sims Studio,Electronic Arts,7.5,,0.54,0.54,0.0,,,2011,10
312,5313,Saints Row: Gat out of Hell,PC,Volition Inc.,Deep Silver,,,0.0,,0.0,,0.0,2015,01
313,6001,Scooby-Doo! and the Spooky Swamp,Wii,Torus Games,Warner Bros. Interactive,7.6,,0.45,0.29,0.13,,0.04,2010,09
314,6002,NASCAR 2005: Chase for the Cup,XB,EA Tiburon,EA Sports,,,0.45,0.34,0.1,,0.02,2004,08
315,6003,Skylanders: SuperChargers,PS4,Vicarious Visions,Activision,,,0.45,0.29,0.09,,0.08,2015,09
316,6004,J-League Excite Stage '95,SNES,A-Max,Epoch,,,0.45,,,0.45,,1995,04
317,6005,Bleach: The Blade of Fate,DS,"Treasure Co., Ltd.",Sega,8.2,,0.45,0.29,0.01,0.12,0.03,2007,10
318,6006,Teleglitch,PC,Unknown,Paradox Interactive,,,,,,,,2013,07
319,6007,Band Hero,DS,Vicarious Visions,Activision,6.3,,0.45,0.22,0.19,,0.05,2009,11
320,6008,Vin Diesel: Wheelman,X360,Tigon,Ubisoft,6.7,,0.45,0.24,0.17,,0.04,2009,03
321,6009,Phantasy Star Online Episode I & II,GC,Sonic Team,Sega,8.2,,0.45,0.23,0.06,0.16,0.01,2002,10
322,6010,The Powerpuff Girls: Relish Rampage,PS2,VIS Entertainment,BAM! Entertainment,3.8,,0.45,0.22,0.17,,0.06,2002,11
323,6011,Attack on Titan: The Last Wings of Mankind,3DS,Spike Chunsoft,Spike Chunsoft,,,0.45,,,0.45,,2013,12
324,6012,iCarly,Wii,Blitz Games,Activision,,,0.45,0.42,0.0,,0.03,2009,10
325,6013,American Girl: Kit Mystery Challenge!,DS,"Webfoot Technologies, Inc.",THQ,,,0.45,0.42,,,0.03,2008,06
326,6014,The Chronicles of Riddick: Escape From Butcher Bay,XB,Starbreeze Studios/Tigon Studios,VU Games,,,0.45,0.32,0.11,,0.02,2004,06
327,6015,Turmoil,PC,Gamious,Unknown,,,,,,,,,
328,6016,NFL Head Coach,PS2,EA Tiburon,EA Sports,,,0.45,0.38,0.01,,0.06,2006,06
329,6017,Burnout Dominator,PSP,Criterion Games,Electronic Arts,7.8,,0.45,0.02,0.38,0.01,0.05,2007,03
330,6018,Despicable Me: The Game - Minion Mayhem,DS,WayForward Technologies,D3 Publisher,,,0.45,0.37,0.05,,0.03,2010,07
331,6019,Magic: The Gathering - Duels of the Planeswalkers 2013,PC,Stainless Games,Unknown,,,,,,,,,
332,6020,The Sims 3: Ambitions,PC,EA Redwood Shores,Electronic Arts,7.9,,0.45,,0.29,,0.16,2010,06
333,6021,Ghostbusters,2600,Atari,Activision,,,0.45,0.42,0.03,,0.0,1985,05
334,6022,NHL 15,X360,EA Canada,EA Sports,,,0.45,0.35,0.05,,0.05,2014,09
335,6023,NCAA Gamebreaker 99,PS,989 Sports,989 Studios,,,0.45,0.25,0.17,,0.03,1998,10
336,6024,Area 51,PS2,Midway Studios Austin,Midway Games,7.7,,0.45,0.22,0.17,,0.06,2005,04
337,6025,Barbie as The Island Princess,Wii,Human Soft / Ivolgamus,Activision,,,0.45,0.42,0.0,,0.03,2007,10
338,6026,World Stadium 2,PS,Namco,Namco,,,0.45,,,0.42,0.03,1998,04
339,6027,Enemy Territory: Quake Wars,X360,Nerve Software,Activision,6.7,,0.45,0.3,0.11,,0.04,2008,05
340,6028,The New York Times Crosswords,DS,BudCat Creations,Majesco,,,0.45,0.42,0.0,,0.03,2007,05
341,6029,NHL 2005,PS2,EA Canada,EA Sports,,,0.45,0.22,0.17,,0.06,2004,09
342,6030,Dynasty Warriors: Strikeforce,PSP,Omega Force,Tecmo Koei,6.4,,0.45,0.03,0.02,0.38,0.02,2009,04
343,6031,Karaoke Revolution Presents American Idol Encore,Wii,Blitz Games,Konami,,,0.45,0.42,,,0.03,2008,02
344,6032,Brain Challenge,DS,Gameloft,Ubisoft,,,0.45,0.41,0.01,,0.03,2008,01
345,6033,Star Wars Jedi Knight: Jedi Academy,XB,Vicarious Visions,LucasArts,,,0.45,0.34,0.1,,0.02,2003,11
346,6034,Major League Baseball 2K11,X360,Visual Concepts,2K Sports,,,0.45,0.4,0.03,,0.03,2011,03
347,6035,Phoenix,2600,Centuri,Atari,,,0.45,0.42,0.02,,0.0,1982,01
348,6036,CastleMiner Z,PC,Digital DNA Games,Unknown,,,,,,,,,
349,6037,Cities in Motion 2,PC,Colossal Order,Unknown,,,,,,,,,
350,6038,Lego Batman 3: Beyond Gotham,WiiU,Traveller's Tales,Warner Bros. Interactive Entertainment,7.4,,0.45,0.21,0.21,,0.04,2014,11
351,6039,Command & Conquer: Red Alert 3,X360,EA Los Angeles,Bethesda Softworks,7.4,,0.45,0.18,0.23,,0.05,2008,11
352,6040,F.E.A.R. 3,PS3,Day 1 Studios,Warner Bros. Interactive,7.8,,0.45,0.21,0.16,0.01,0.07,2011,06
353,6041,Crash of the Titans,Wii,Radical Entertainment,Sierra Entertainment,,9.2,0.45,0.39,0.02,,0.03,2007,10
354,6042,Terraria,PS3,Engine Software,505 Games,,,0.45,0.09,0.21,0.09,0.06,2013,07
355,6043,Apocalypse,PS,Neversoft Entertainment,Activision,6.7,,0.45,0.25,0.17,,0.03,1998,10
356,6044,Fable Anniversary,X360,Lionhead Studios,Microsoft Studios,,,0.45,0.26,0.15,0.01,0.04,2014,02
357,6045,Yu-Gi-Oh! Destiny Board Traveler,GBA,KCEJ,Konami,,,0.45,0.32,0.12,,0.01,2004,10
358,6046,My Fashion Studio,DS,505 Games,Ubisoft,,,0.45,0.41,0.01,,0.03,2008,06
359,6047,L.A. Noire,NS,Team Bondi,Rockstar Games,7.9,8.0,0.45,0.21,0.21,,0.04,2017,11
360,6048,The Sims 3: Outdoor Living Stuff,PC,EA Redwood Shores,Electronic Arts,,,0.45,,0.38,,0.07,2011,02
361,6049,Yakuza Kiwami,PS4,Sega,Sega,,,0.45,0.13,0.07,0.21,0.04,2017,08
362,6050,World Soccer Winning Eleven 5 Final Evolution,PS2,Konami,Konami,,,0.45,,,0.45,,2001,12
363,6051,Sphinx and the Cursed Mummy,PS2,Eurocom Entertainment Software,THQ,,,0.45,0.22,0.17,,0.06,2003,11
364,6052,Fatal Fury 2,SNES,SNK Corporation,Takara,,,0.45,,,0.45,0.0,1994,04
365,6053,BlazBlue: Cross Tag Battle,All,Arc System Works,Unknown,,,,,,,,,
366,6054,Fist of the North Star: Ken's Rage 2,All,Koei,Unknown,,,,,,,,,
367,6055,Frozen Synapse,All,Mode 7 Games,Unknown,,,,,,,,,
368,6056,Granblue Fantasy,Series,Cygames,Xseed Games,,,,,,,,2020,03
369,6057,Granblue Fantasy: Versus,All,Arc System Works,Unknown,,,,,,,,,
370,6058,Pirates! Gold,All,MPS Labs,Unknown,,,,,,,,,
371,6059,Pokémon Pinball: Ruby & Sapphire (JP weekly sales),GBA,Jupiter Corporation,Nintendo,,,0.45,,,0.44,0.01,2003,08
372,6060,Pokémon Puzzle League,N64,Nintendo Software Technology Corporation,Nintendo,,,0.45,0.36,0.08,,0.01,2000,09
373,6061,Rampage World Tour,N64,Saffire Corporation,Midway Games,,,0.45,0.36,0.08,,0.01,1998,03
374,6062,Super Robot Wars: Original Generations,PS2,Banpresto,Unknown,,,,,,,,,
375,6063,Yakuza: Like a Dragon    Read the review,PS4,Sega,Sega,,,,,,,,2020,11
376,6064,PES 2009: Pro Evolution Soccer,Wii,Konami,Konami,8.4,,0.45,0.09,0.26,0.05,0.05,2009,03
377,6065,Just Dance 4,PS3,Ubisoft,Ubisoft,,,0.45,0.26,0.11,,0.08,2012,10
378,6066,Pirates of the Caribbean: At World's End,Wii,Eurocom Entertainment Software,Disney Interactive Studios,,,0.45,0.39,0.02,0.01,0.04,2007,05
379,6067,Brunswick Pro Bowling,X360,FarSight Studios,Crave Entertainment,,,0.45,0.38,0.04,,0.03,2010,12
380,6068,Style Savvy: Styling Star,3DS,syn Sophia,Nintendo,8.5,,0.45,,0.29,0.14,0.02,2017,12
381,6069,Tekken Advance,GBA,Eighting / Raizing,Namco,8.3,,0.45,0.32,0.12,,0.01,2002,01
382,6070,Shin Megami Tensei: Persona 3,PS2,Atlus Co.,Atlus,8.7,,0.45,0.22,0.03,,0.2,2007,08
383,6071,LEGO Rock Band,DS,TT Games / Harmonix Music Systems,Warner Bros. Interactive,8.4,,0.45,0.32,0.09,,0.04,2009,11
384,6072,Persona,PS,Atlus Co.,Atlus,8.1,,0.45,,,0.42,0.03,1996,01
385,6073,Sega Rally Revo,X360,Sega Racing Studio,Sega,,,0.45,0.12,0.28,,0.05,2007,10
386,6074,Hot Wheels: Stunt Track Challenge,GBA,Climax Group,THQ,5.3,,0.45,0.32,0.12,,0.01,2004,11
387,6075,TNA iMPACT!,X360,Midway Studios Los Angeles,Midway Games,6.4,,0.45,0.26,0.15,,0.04,2008,09
388,6076,Maze Craze: A Game of Cops 'n Robbers,2600,Atari,Atari,,,0.45,0.42,0.02,,0.0,1978,01
389,6077,Prey (2017),XOne,Arkane Studios,Bethesda Softworks,,,0.45,0.21,0.2,,0.04,2017,05
390,6078,Mobile Suit Gundam,PS,Bandai,Bandai,,,0.45,,,0.42,0.03,1995,06
391,6079,Bee Movie Game,DS,Vicarious Visions,Activision,6.0,,0.45,0.41,0.0,,0.03,2007,10
392,6080,"Warhammer 40,000: Space Marine",PS3,Relic Entertainment,THQ,7.3,,0.45,0.13,0.24,,0.08,2011,09
393,6081,SingStar Take That,PS2,SCEE London Studio,Sony Computer Entertainment,,,0.45,,0.06,,0.39,2009,11
394,6082,Kane & Lynch 2: Dog Days,PC,IO Interactive,Square Enix,6.5,,0.07,,0.06,,0.01,2010,08
395,6083,Final Fantasy Collection,PS,TOSE,Square,,,0.45,,,0.42,0.03,1999,03
396,6084,Disney Sing It! High School Musical 3: Senior Year,PS2,Zoe Mode,Disney Interactive Studios,,,0.45,0.09,0.02,,0.34,2009,02
397,6085,Tales of Zestiria,PS4,Namco Bandai Games,Namco Bandai Games,,,0.45,0.18,0.16,0.04,0.07,2015,10
398,6086,Samurai Warriors: Xtreme Legends,PS2,Omega Force,KOEI,,,0.45,0.04,0.03,0.36,0.01,2004,11
399,6087,NHL FaceOff,PS,Sony Computer Entertainment America,Sony Computer Entertainment,,,0.45,0.25,0.17,,0.03,1995,01
400,6088,WWE WrestleMania 21,XB,Studio Gigante,THQ,,,0.45,0.34,0.1,,0.02,2005,04
401,6089,Skylanders: Trap Team,XOne,Toys for Bob,Activision,,,0.45,0.34,0.07,,0.04,2014,10
402,6090,NBA Live 2005,GC,EA Canada,EA Sports,8.5,,0.45,0.35,0.09,,0.01,2004,09
403,6091,Naruto Shippuden: Ultimate Ninja Storm Generations,X360,CyberConnect2,Namco Bandai Games,,,0.45,0.26,0.14,0.01,0.04,2012,03
404,6092,Disney Guilty Party,Wii,Wideload Games,Disney Interactive Studios,,,0.45,0.42,,,0.03,2010,08
405,6093,NBA Live 10,X360,EA Canada,EA Sports,,,0.45,0.4,0.02,,0.03,2009,10
406,6094,Harry Potter and the Deathly Hallows - Part 1,X360,EA Bright Light,Electronic Arts,,,0.45,0.21,0.2,,0.04,2010,11
407,6095,Defender II,2600,"Williams Electronic Games, Inc.",Atari,,,0.45,0.42,0.02,,0.0,1988,01
408,6096,F.E.A.R. 3,X360,Day 1 Studios,Warner Bros. Interactive,7.8,,0.45,0.3,0.11,0.01,0.04,2011,06
409,6097,WWE Day of Reckoning,GC,Yuke's Future Media Creators,THQ,8.1,,0.45,0.35,0.09,,0.01,2004,08
410,6098,Worms: Open Warfare 2,PSP,Team17 Software / Two Tribes,THQ,8.1,,0.45,0.04,0.27,,0.14,2007,09
411,6099,ATV Quad Power Racing 2,XB,Climax Entertainment,Acclaim Entertainment,,,0.45,0.36,0.07,,0.01,2003,01
412,6100,Walt Disney World Quest: Magical Racing Tour,PS,Crystal Dynamics,Eidos Interactive,,,0.45,0.25,0.17,,0.03,2000,03
413,6101,Skylanders Imaginators,WiiU,Toys for Bob,Activision,,,0.45,0.19,0.22,,0.04,2016,10
414,6102,Sled Storm,PS2,EA Canada,EA Sports BIG,,,0.45,0.22,0.17,,0.06,2002,03
415,6103,Unepic,PC,@unepic_fran,Unknown,,,,,,,,2011,09
416,6104,Vandal Hearts,PS,Konami Computer Entertainment Tokyo,Konami,7.7,,0.45,0.14,0.09,0.19,0.03,1997,03
417,6105,Virtua Tennis 4,PS3,Sega-AM2,Sega,6.4,,0.45,0.09,0.24,0.03,0.08,2011,05
418,6106,ibb and obb,PC,Unknown,Zen Studios,,,,,,,,2014,05
419,6107,Jawbreaker,2600,Tigervision,Tigervision,,,0.45,0.42,0.03,,0.0,1982,01
420,6108,DmC Devil May Cry,X360,Ninja Theory,Capcom,,,0.45,0.27,0.13,0.01,0.04,2013,01
421,6109,Celebrity Sports Showdown,Wii,Electronic Arts,Electronic Arts,,,0.45,0.18,0.22,,0.05,2008,10
422,6110,Scooby-Doo! Mystery Mayhem,PS2,Artificial Mind and Movement,THQ,,,0.45,0.22,0.17,,0.06,2004,03
423,6111,Mario Golf: Advance Tour,GBA,Camelot Software Planning,Nintendo,,,0.45,0.32,0.12,,0.01,2004,06
424,6112,Star Ocean 5: Integrity and Faithlessness,PS4,tri-Ace,Square Enix,,,0.45,0.1,0.13,0.16,0.05,2016,06
425,6113,Sid Meier's Civilization Revolution    Read the review,DS,Firaxis,2K Games,8.2,7.6,0.45,0.37,0.03,0.02,0.03,2008,07
426,6114,Silent Hill: Homecoming,X360,Double Helix Games,Konami,7.6,,0.45,0.25,0.15,,0.04,2008,09
427,6115,Discovery Kids: Kitten Corner,DS,505 Games,505 Games,,,0.45,0.42,,,0.03,2009,03
428,6116,SOCOM: U.S. Navy SEALs Fireteam Bravo 3,PSP,Slant Six Games,Sony Computer Entertainment,7.5,,0.45,0.17,0.13,0.06,0.09,2010,02
429,6117,Rock Band Country Track Pack,Wii,Harmonix Music Systems,MTV Games,,,0.44,0.41,,,0.03,2009,07
430,6118,Transformers: Dark of the Moon - Autobots/Decepticons,DS,Behaviour Interactive Inc.,Activision,,,0.44,0.32,0.08,,0.04,2011,06
431,6119,Yu-Gi-Oh! Capsule Monster Coliseum,PS2,Konami,Konami,,,0.44,0.22,0.17,,0.06,2004,10
432,6120,Dragon Ball FighterZ,PC,Arc System Works,Namco Bandai Games,,,,,,,,2018,01
433,6121,Major League Baseball 2K6,PS2,Kush Games,2K Sports,7.3,,0.44,0.37,0.01,,0.06,2006,04
434,6122,Jampack Volume 13 (RP-M),PS2,Sony Computer Entertainment America,Sony Computer Entertainment,,,0.44,0.37,0.01,,0.06,2005,10
435,6123,World Soccer Winning Eleven 9,XB,Konami Computer Entertainment Tokyo,Konami,,,0.44,0.06,0.33,0.02,0.03,2006,02
436,6124,NBA Live 2000,N64,NuFX,EA Sports,,,0.44,0.42,0.02,,0.0,1999,10
437,6125,"SpongeBob SquarePants: Lights, Camera, Pants!",PS2,THQ Australia Studios Pty Ltd.,THQ,,,0.44,0.37,0.01,,0.06,2005,10
438,6126,Teenage Mutant Ninja Turtles 2: Battle Nexus,PS2,Konami,Konami,,,0.44,0.22,0.17,,0.06,2004,10
439,6127,Ninja Gaiden 3,PS3,Team Ninja,Tecmo Koei,,,0.44,0.19,0.09,0.11,0.05,2012,03
440,6128,The Thing,PS2,Computer Artworks,VU Games,,,0.44,0.22,0.17,,0.06,2002,08
441,6129,Shin Megami Tensei: Devil Survivor Overclocked,3DS,Career Soft,Atlus,7.6,,0.44,0.34,0.01,0.06,0.04,2011,08
442,6130,Van Helsing,PS2,Saffire Corporation,VU Games,,,0.44,0.22,0.17,,0.06,2004,05
443,6131,X-Men Legends II: Rise of Apocalypse,XB,Raven Software,Activision,8.3,,0.44,0.3,0.12,,0.02,2005,09
444,6132,Transformers: Fall of Cybertron,X360,High Moon Studios,Activision,,,0.44,0.28,0.12,,0.04,2012,08
445,6133,Sonic & Sega All-Stars Racing Transformed,PSV,Sumo Digital,Sega,,,0.44,0.09,0.25,,0.1,2012,12
446,6134,Transformers: Revenge of the Fallen -- Autobots,DS,Vicarious Visions,Activision,,,0.44,0.26,0.14,,0.04,2009,06
447,6135,Deadpool,X360,High Moon Studios,Activision,,,0.44,0.26,0.14,,0.04,2013,06
448,6136,Spawn: Armageddon,PS2,Point of View,Namco,,,0.44,0.22,0.17,,0.06,2003,11
449,6137,Lego Batman 3: Beyond Gotham,XOne,Traveller's Tales,Warner Bros. Interactive Entertainment,,,0.44,0.24,0.17,,0.04,2014,11
450,6138,The Godfather (US sales),XB,Headgate,Electronic Arts,,,0.44,0.33,0.1,,0.02,2006,03
451,6139,World Stadium EX,PS,Namco,Namco,,,0.44,,,0.41,0.03,1996,07
452,6140,Tiger Woods PGA Tour 2003,XB,EA Redwood Shores,EA Sports,,,0.44,0.35,0.08,,0.01,2002,10
453,6141,Tony Hawk's Proving Ground,PS3,Neversoft Entertainment,Activision,,,0.44,0.36,0.05,,0.04,2007,10
454,6142,Battlefield 2: Modern Combat,PS2,Digital Illusions,Electronic Arts,7.6,,0.44,0.37,0.01,,0.06,2005,10
